UniqueSite,Site_Lat,Site_Long,ReefCluster,Larger,Biomass_above20cm,Protection,DepthCategory,CleanHabitat,CensusMethod,Total_sampling_area,Regional_population_growth,Ocean_prod,Climate_stress,HDI,Larger_pop_size,Reef_fish_landings_per_km2,MPAage3,NTZarea,Geographic_Basin,Biomass...some.families,Local,Atoll,Gini_lastdata,EPI_2018,GDP,Control_corruption,Rule_of_law,Sedimentation,Annual_tourist_number,Locality,gravtot5001,gravtot5002,gravtot5003,Trait_diversity,Scraping_potential,MPAage
9406,-10.1471247,51.0692587,RC_122,Seychelles,737.7507304,Restricted,>10m,Slope,Standard belt transect,300,0,0.148,0.574041131,0.744,89770,0.755314273,0,0,Western Indo-Pacific,941.5257541,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.294642332,142,Farquhar (SC),735.7925753,0.66475171,0.001482462,3.62749127,188.4711481,0
9407,-10.145528,51.0896058,RC_122,Seychelles,4605.250324,Restricted,>10m,Slope,Standard belt transect,300,0,0.148,0.574041131,0.744,89770,0.755314273,0,0,Western Indo-Pacific,5017.603591,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.294642332,142,Farquhar (SC),728.9784756,0.660566722,0.001633161,4.02602573,222.2564493,0
9408,-10.2126106,51.1608602,RC_123,Seychelles,338.0666697,Restricted,>10m,Slope,Standard belt transect,200,0,0.145,0.573686213,0.744,89770,0.755314273,0,0,Western Indo-Pacific,320.3708863,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.289307011,142,Farquhar (SC),779.1225208,0.902180945,0.020372158,3.65536901,134.111077,0
9409,-10.2337896,51.1267482,RC_124,Seychelles,154.5531827,Restricted,4-10m,Slope,Standard belt transect,300,0,0.146,0.573065099,0.744,89770,0.755314273,0,0,Western Indo-Pacific,456.6512911,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.285874913,142,Farquhar (SC),795.7797674,0.766543787,0.005322063,1.805137062,16.4458125,0
9410,-10.2091162,51.1270945,RC_124,Seychelles,1383.681114,Restricted,4-10m,Lagoon_Back reef,Standard belt transect,300,0,0.146,0.573065099,0.744,89770,0.755314273,0,0,Western Indo-Pacific,1343.547976,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.285874913,142,Farquhar,775.3585691,0.799616638,0.009189562,2.758458992,422.2131474,0
9411,-10.2540954,51.0972794,RC_125,Seychelles,977.8754581,Restricted,>10m,Slope,Standard belt transect,300,0,0.145,0.572798659,0.744,89770,0.755314273,0,0,Western Indo-Pacific,1177.614879,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.285022328,142,Farquhar (SC),814.6288529,0.74678429,0.001659247,2.291651911,85.565625,0
9412,-10.2250235,51.1073235,RC_124,Seychelles,817.52652,Restricted,>10m,Lagoon_Back reef,Standard belt transect,300,0,0.146,0.573065099,0.744,89770,0.755314273,0,0,Western Indo-Pacific,881.2879674,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.285874913,142,Farquhar,787.054046,0.749140315,0.00391207,3.160720566,448.2221344,0
9413,-10.1825559,51.1413353,RC_126,Seychelles,2776.165554,Restricted,>10m,Lagoon_Back reef,Standard belt transect,300,0,0.147,0.574931942,0.744,89770,0.755314273,0,0,Western Indo-Pacific,2527.470884,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.29408651,142,Farquhar,756.6884334,0.835080074,0.013200621,4.485525259,984.1111468,0
9414,-10.2301701,51.0732851,RC_118,Seychelles,2771.721445,Restricted,>10m,Lagoon_Back reef,Standard belt transect,300,0,0.146,0.571803719,0.744,89770,0.755314273,0,0,Western Indo-Pacific,2871.572781,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.284735673,142,Farquhar,794.4037495,0.725138981,0.001515644,2.790960522,259.1577086,0
9415,-10.2134241,51.0508477,RC_119,Seychelles,6017.643499,Restricted,>10m,Lagoon_Back reef,Standard belt transect,300,0,0.146,0.571751268,0.744,89770,0.755314273,0,0,Western Indo-Pacific,5715.0425,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.28791947,142,Farquhar,785.4866858,0.710790904,0.001258528,4.750591337,1038.23838,0
9416,-10.1242178,51.1442945,RC_116,Seychelles,5045.437861,Restricted,4-10m,Slope,Standard belt transect,300,0,0.148,0.575696946,0.744,89770,0.755314273,0,0,Western Indo-Pacific,5307.670435,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.293809531,142,Farquhar (SC),706.3253215,0.683064088,0.004681019,3.866810584,182.5155985,0
9417,-10.1584559,51.1536578,RC_126,Seychelles,1510.723255,Restricted,>10m,Lagoon_Back reef,Standard belt transect,300,0,0.147,0.574931942,0.744,89770,0.755314273,0,0,Western Indo-Pacific,879.3763099,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.29408651,142,Farquhar,739.4159367,0.908346226,0.024107452,3.800636711,298.846803,0
9418,-10.1257295,51.1609628,RC_116,Seychelles,2049.612064,Restricted,4-10m,Lagoon_Back reef,Standard belt transect,300,0,0.148,0.575696946,0.744,89770,0.755314273,0,0,Western Indo-Pacific,2486.110394,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.293809531,142,Farquhar,705.7511799,0.700640468,0.006608751,3.182626787,307.0439863,0
9419,-10.1699578,51.1162883,RC_127,Seychelles,512.3865072,Restricted,4-10m,Lagoon_Back reef,Standard belt transect,300,0,0.148,0.574240728,0.744,89770,0.755314273,0,0,Western Indo-Pacific,674.4817049,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.295279233,142,Farquhar,751.9675151,0.731786644,0.004443759,2.689271346,184.9188996,0
9420,-10.1375088,51.108837,RC_127,Seychelles,2386.323342,Restricted,>10m,Slope,Standard belt transect,200,0,0.148,0.574240728,0.744,89770,0.755314273,0,0,Western Indo-Pacific,2781.549046,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.295279233,142,Farquhar (SC),721.7931411,0.662758422,0.002145628,4.345625254,488.9335444,0
9421,-10.1364937,51.1150165,RC_127,Seychelles,1201.31758,Restricted,4-10m,Slope,Standard belt transect,300,0,0.148,0.574240728,0.744,89770,0.755314273,0,0,Western Indo-Pacific,1003.3188,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.295279233,142,Farquhar (SC),721.1772095,0.671381952,0.002666297,4.265190407,320.0825973,0
9422,-10.1309748,51.162143,RC_116,Seychelles,2685.03106,Restricted,4-10m,Lagoon_Back reef,Standard belt transect,300,0,0.148,0.575696946,0.744,89770,0.755314273,0,0,Western Indo-Pacific,1727.726993,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.293809531,142,Farquhar,718.9137764,0.739120347,0.00842228,3.607113878,1205.827788,0
9423,-10.1212089,51.1917305,RC_128,Seychelles,2359.01557,Restricted,4-10m,Slope,Standard belt transect,300,0,0.148,0.57649151,0.744,89770,0.755314273,0,0,Western Indo-Pacific,2459.749278,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.294294212,142,Farquhar (SC),697.0086959,0.807631567,0.047779361,3.551478744,138.8873906,0
9424,-10.1366372,51.1942955,RC_128,Seychelles,2037.484346,Restricted,4-10m,Slope,Standard belt transect,300,0,0.148,0.57649151,0.744,89770,0.755314273,0,0,Western Indo-Pacific,2083.857247,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.294294212,142,Farquhar (SC),716.2703608,0.881000047,0.056970611,4.678441444,350.9804288,0
9425,-10.1043929,51.1798093,RC_128,Seychelles,2543.193816,Restricted,4-10m,Slope,Standard belt transect,300,0,0.148,0.57649151,0.744,89770,0.755314273,0,0,Western Indo-Pacific,2572.597086,Farquhar,1,46.8,66.02,24989,0.29,0.02,0.294294212,142,Farquhar (SC),680.5660224,0.633517567,0.003553782,4.663568293,113.1476929,0
9426,-19.650017,-140.434983,RC_549,French Polynesia,1885.979559,Fished,4-10m,Slope,Distance sampling,500,0,0.036,0.320075,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,1066.905852,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000243205,128,French Polynesia,15.67451292,1.214335079,0.265580287,3.529061399,155.4700958,0
9427,-19.637717,-140.439933,RC_549,French Polynesia,1233.550489,Fished,4-10m,Slope,Distance sampling,500,0,0.036,0.320075,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,1062.746786,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000243205,128,French Polynesia,15.10494175,1.050354315,0.229592674,4.334827703,278.0738454,0
9428,-19.632133,-140.43925,RC_549,French Polynesia,6849.359353,Fished,4-10m,Slope,Distance sampling,500,0,0.036,0.320075,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,5515.057753,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000243205,128,French Polynesia,15.10494175,1.050354315,0.229592674,4.392932354,199.1748903,0
9429,-19.618,-140.431,RC_560,French Polynesia,269.4990821,Fished,4-10m,Slope,Distance sampling,500,0,0.036,0.321232596,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,271.4714848,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000242165,128,French Polynesia,18.09058213,4.778624654,3.923288113,4.160396879,28.579875,0
9430,-19.607717,-140.417167,RC_560,French Polynesia,1550.568624,Fished,4-10m,Slope,Distance sampling,500,0,0.036,0.321232596,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,1075.604283,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000242165,128,French Polynesia,13.34398768,0.597920514,0.107867445,4.676642108,89.32611052,0
9431,-18.147017,-141.063667,RC_571,French Polynesia,807.3708143,Fished,4-10m,Slope,Distance sampling,500,-23.45874602,0.048,0.431567626,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,987.9283977,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.010800288,128,French Polynesia,22.746622,0.209050824,0.003634278,2.898843138,676.9279837,0
9432,-18.1054,-141.07325,RC_582,French Polynesia,594.0672727,Fished,4-10m,Slope,Distance sampling,500,-23.45874602,0.049,0.435479567,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,764.4367103,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.010910405,128,French Polynesia,23.60961027,0.240346393,0.005214539,2.693087251,250.1528111,0
9433,-18.085633,-141.068567,RC_593,French Polynesia,5319.742105,Fished,4-10m,Slope,Distance sampling,500,-23.45874602,0.049,0.437575072,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,1650.089158,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.010921526,128,French Polynesia,24.15046997,0.282721511,0.010301761,3.066147238,362.1202796,0
9434,-18.0713,-141.060717,RC_593,French Polynesia,273.2637999,Fished,4-10m,Slope,Distance sampling,500,-23.45874602,0.049,0.437575072,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,484.4173042,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.010921526,128,French Polynesia,24.77386508,0.375193929,0.032406942,3.730611619,290.8313537,0
9435,-18.063583,-140.987333,RC_604,French Polynesia,3540.020086,Fished,4-10m,Slope,Distance sampling,500,-23.45874602,0.049,0.437509993,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,3779.570991,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.011007194,128,French Polynesia,32.14014674,1.068672636,0.139004047,3.105762269,2465.623113,0
9436,-22.035767,-136.203083,RC_615,French Polynesia,2106.146689,Fished,>10m,Slope,Distance sampling,500,0,0.032,0.211984351,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,1966.451738,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.00092827,128,French Polynesia,7.591286731,0.411923793,0.057320893,2.805077152,156.2968781,0
9437,-22.035617,-136.184383,RC_615,French Polynesia,512.822927,Fished,4-10m,Slope,Distance sampling,500,0,0.032,0.211984351,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,410.608895,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.00092827,128,French Polynesia,10.13209183,1.362282631,0.366347651,4.461373244,73.14313463,0
9438,-22.0178,-136.2074,RC_615,French Polynesia,2321.078579,Fished,4-10m,Slope,Distance sampling,500,0,0.032,0.211984351,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,2011.591221,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.00092827,128,French Polynesia,8.353472213,0.697662682,0.157430047,4.908674207,26.17680938,0
9439,-21.998567,-136.1729,RC_623,French Polynesia,1011.616633,Fished,4-10m,Slope,Distance sampling,500,0,0.032,0.212350492,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,938.624511,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000926966,128,French Polynesia,9.990078898,2.555278026,2.113969048,3.281504133,114.1295531,0
9440,-21.990367,-136.187883,RC_623,French Polynesia,1290.03372,Fished,>10m,Slope,Distance sampling,500,0,0.032,0.212350492,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,1088.385417,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000926966,128,French Polynesia,7.374414952,0.329850356,0.045878433,3.916421703,146.8986928,0
9441,-21.569233,-135.6056,RC_624,French Polynesia,319.5294371,Fished,>10m,Slope,Distance sampling,500,0,0.033,0.231954731,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,423.4915523,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000929577,128,French Polynesia,13.3145947,0.715023964,0.121211337,3.590188607,219.0091948,0
9442,-21.566267,-135.571483,RC_550,French Polynesia,1289.319907,Fished,4-10m,Slope,Distance sampling,500,0,0.033,0.231790345,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,1277.478388,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000930889,128,French Polynesia,12.10727719,0.391902911,0.023234512,4.282758952,426.2682497,0
9443,-21.564333,-135.541683,RC_550,French Polynesia,883.0323453,Fished,4-10m,Slope,Distance sampling,500,0,0.033,0.231790345,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,464.4822154,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000930889,128,French Polynesia,14.80579174,3.394182013,2.840167753,4.979632499,92.91948308,0
9444,-21.547767,-135.629417,RC_624,French Polynesia,1599.288164,Fished,4-10m,Slope,Distance sampling,500,0,0.033,0.231954731,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,1452.607092,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000929577,128,French Polynesia,17.994717,3.106095595,2.21104376,4.028379091,168.5294659,0
9445,-21.534033,-135.499017,RC_551,French Polynesia,1775.518179,Fished,>10m,Slope,Distance sampling,500,0,0.033,0.233753493,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,1677.686329,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000930889,128,French Polynesia,12.53988348,0.708546707,0.110580451,3.400486845,102.6105844,0
9446,-21.516,-135.638,RC_552,French Polynesia,727.0841789,Fished,>10m,Slope,Distance sampling,500,0,0.033,0.233431475,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,733.1679624,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000931546,128,French Polynesia,30.00714948,4.975669351,2.429071917,3.506608673,100.0759875,0
9447,-21.484333,-135.601483,RC_553,French Polynesia,401.828307,Fished,4-10m,Slope,Distance sampling,500,0,0.033,0.235672194,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,391.3657689,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000934844,128,French Polynesia,24.68108801,2.054524329,0.208295172,4.408496298,49.0612781,0
9448,-21.482367,-135.551833,RC_554,French Polynesia,3511.777238,Fished,4-10m,Slope,Distance sampling,500,0,0.033,0.234653813,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,3165.675965,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000930233,128,French Polynesia,14.57487269,0.681528229,0.065714585,2.552489827,63.50278205,0
9449,-21.47825,-135.6477,RC_555,French Polynesia,2253.392581,Fished,>10m,Slope,Distance sampling,500,0,0.033,0.234427695,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,1294.214174,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000935507,128,French Polynesia,11.69783789,0.3141559,0.01158253,4.554891377,105.5532701,0
9450,-21.4986,-136.39785,RC_556,French Polynesia,699.1985197,Fished,4-10m,Slope,Distance sampling,500,0,0.033,0.2302765,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,719.9001003,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000934844,128,French Polynesia,10.81551813,0.800205227,0.164080665,5.007627754,176.7822933,0
9451,-21.486883,-136.366917,RC_557,French Polynesia,1917.998074,Fished,4-10m,Slope,Distance sampling,500,0,0.033,0.230458151,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,1805.266981,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000931546,128,French Polynesia,13.83377505,3.821175164,3.107012197,4.087025259,49.83106875,0
9452,-21.466367,-136.424767,RC_558,French Polynesia,632.2945688,Fished,4-10m,Slope,Distance sampling,500,0,0.033,0.231420254,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,578.6728956,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000930889,128,French Polynesia,10.3982433,0.660909747,0.13496641,3.915435506,73.30032096,0
9453,-21.463567,-136.37425,RC_557,French Polynesia,961.1852411,Fished,4-10m,Slope,Distance sampling,500,0,0.033,0.230458151,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,834.6764991,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000931546,128,French Polynesia,13.81807652,3.201310357,2.300425242,3.167463068,0,0
9454,-21.447,-136.408,RC_558,French Polynesia,906.2623771,Fished,4-10m,Slope,Distance sampling,500,0,0.033,0.231420254,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,824.779495,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000930889,128,French Polynesia,10.43929687,0.593966253,0.089736047,4.135843596,34.1842875,0
9455,-18.75075,-141.855983,RC_559,French Polynesia,618.3559841,Fished,4-10m,Slope,Distance sampling,500,0,0.041,0.3868203,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,711.8086343,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.006797994,128,French Polynesia,13.475798,0.097901353,0.006602584,3.628725953,210.703575,0
9456,-18.7374,-141.86805,RC_559,French Polynesia,1286.00589,Fished,4-10m,Slope,Distance sampling,500,0,0.041,0.3868203,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,977.7416773,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.006797994,128,French Polynesia,13.3395401,0.072507397,0.003445014,4.178438804,166.4137403,0
9457,-18.7196,-141.8715,RC_559,French Polynesia,817.4859009,Fished,4-10m,Slope,Distance sampling,500,0,0.041,0.3868203,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,936.0434733,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.006797994,128,French Polynesia,13.20092683,0.049828406,0.001395602,2.777677837,223.3854888,0
9458,-18.705767,-141.838117,RC_561,French Polynesia,1208.454124,Fished,4-10m,Slope,Distance sampling,500,0,0.041,0.389778406,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,1198.284032,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.006826992,128,French Polynesia,13.83601467,0.156914674,0.027135852,4.235249397,208.8528352,0
9459,-18.705767,-141.838117,RC_561,French Polynesia,673.2238941,Fished,4-10m,Slope,Distance sampling,500,0,0.041,0.389778406,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,719.4848435,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.006826992,128,French Polynesia,13.83601467,0.156914674,0.027135852,4.276124003,270.8440505,0
9460,-19.126683,-140.723317,RC_562,French Polynesia,2040.088902,Fished,>10m,Slope,Distance sampling,500,-23.45875144,0.038,0.352284321,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,1699.19811,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.005068003,128,French Polynesia,20.65551014,4.45144082,3.376711061,4.28231279,244.7879038,0
9461,-19.11935,-140.681333,RC_563,French Polynesia,3465.296101,Fished,4-10m,Slope,Distance sampling,500,-23.45875143,0.038,0.352608541,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,2986.745694,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.005068003,128,French Polynesia,15.2935168,0.476767204,0.050223955,3.621503102,203.3636765,0
9462,-19.117367,-140.72135,RC_562,French Polynesia,1649.109126,Fished,4-10m,Slope,Distance sampling,500,-23.45875144,0.038,0.352284321,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,1472.764751,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.005068003,128,French Polynesia,16.57516951,0.948556094,0.200556731,4.191620564,93.09124776,0
9463,-19.11575,-140.6999,RC_563,French Polynesia,4474.192112,Fished,4-10m,Slope,Distance sampling,500,-23.45875143,0.038,0.352608541,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,4043.957114,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.005068003,128,French Polynesia,16.23463087,0.703919888,0.09909337,3.191443883,262.3723776,0
9464,-19.114183,-140.71385,RC_562,French Polynesia,3265.124657,Fished,4-10m,Slope,Distance sampling,500,-23.45875144,0.038,0.352284321,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,2288.355069,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.005068003,128,French Polynesia,15.01397447,0.420588523,0.042803374,3.884312381,154.6233385,0
9465,-21.360367,-136.534883,RC_564,French Polynesia,1745.242705,Fished,4-10m,Slope,Distance sampling,500,0,0.033,0.237768314,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,1613.415887,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000465444,128,French Polynesia,9.970230944,0.390128991,0.059369313,3.155323858,49.58680383,0
9466,-21.346467,-136.525917,RC_564,French Polynesia,410.0095279,Fished,4-10m,Slope,Distance sampling,500,0,0.033,0.237768314,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,493.2407637,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000465444,128,French Polynesia,13.47145862,4.74202784,4.423634418,4.066702158,77.15284688,0
9467,-21.34216667,-136.5602833,RC_564,French Polynesia,872.057345,Fished,4-10m,Slope,Distance sampling,500,0,0.033,0.237768314,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,911.203373,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000465444,128,French Polynesia,11.20498735,2.174319882,2.012380977,4.055883115,82.7442292,0
9468,-21.33015,-136.548933,RC_564,French Polynesia,386.3347964,Fished,>10m,Slope,Distance sampling,500,0,0.033,0.237768314,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,742.1159078,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000465444,128,French Polynesia,9.312324967,0.241656983,0.030980365,3.097229792,28.3631625,0
9469,-21.32653333,-136.5306167,RC_564,French Polynesia,335.9349481,Fished,4-10m,Slope,Distance sampling,500,0,0.033,0.237768314,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,227.9932066,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000465444,128,French Polynesia,10.05166033,3.053688277,3.000834448,3.44299175,18.85992188,0
9470,-20.799033,-138.576433,RC_565,French Polynesia,331.0623828,Fished,4-10m,Slope,Distance sampling,500,-23.45875144,0.034,0.263384896,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,458.3638739,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000331921,128,French Polynesia,17.98832649,1.170469845,0.101427722,2.784940222,103.9517078,0
9471,-20.791133,-138.52375,RC_566,French Polynesia,582.3847787,Fished,4-10m,Slope,Distance sampling,500,-23.45875144,0.034,0.26181925,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,743.7191177,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000333807,128,French Polynesia,17.96893923,1.17025551,0.101425876,3.847554943,182.37525,0
9472,-20.776883,-138.57815,RC_565,French Polynesia,867.8180696,Fished,4-10m,Slope,Distance sampling,500,-23.45875144,0.034,0.263384896,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,748.0804608,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000331921,128,French Polynesia,30.42875195,4.273776804,0.711344057,4.196224268,71.80431563,0
9473,-20.77505,-138.548183,RC_566,French Polynesia,522.1612888,Fished,4-10m,Slope,Distance sampling,500,-23.45875144,0.034,0.26181925,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,963.807013,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000333807,128,French Polynesia,56.02205552,17.07759505,5.690659213,2.453207304,488.219947,0
9474,-21.3267,-136.6343,RC_567,French Polynesia,975.176913,Fished,4-10m,Slope,Distance sampling,500,0,0.033,0.23734195,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,945.3504399,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000339703,128,French Polynesia,10.11227885,0.168476326,0.004459921,3.382860217,39.7941,0
9475,-21.326183,-136.670433,RC_567,French Polynesia,1424.539992,Fished,4-10m,Slope,Distance sampling,500,0,0.033,0.23734195,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,597.8413373,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000339703,128,French Polynesia,13.05297328,0.38014007,0.016028651,3.25589973,92.86045838,0
9476,-21.322233,-136.665517,RC_567,French Polynesia,806.9608776,Fished,4-10m,Slope,Distance sampling,500,0,0.033,0.23734195,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,803.8000538,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000339703,128,French Polynesia,10.70974507,2.110979107,2.002320031,3.963706043,64.91451549,0
9477,-21.318283,-136.639233,RC_567,French Polynesia,716.7427251,Fished,4-10m,Slope,Distance sampling,500,0,0.033,0.23734195,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,586.8049888,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000339703,128,French Polynesia,9.964241827,2.182184018,2.108357071,4.644185781,59.01673313,0
9478,-21.3147,-136.651733,RC_567,French Polynesia,430.1572944,Fished,4-10m,Slope,Distance sampling,500,0,0.033,0.23734195,0.882,268270,1.803503087,0,0,Eastern Indo-Pacific,402.0764936,French Polynesia,1,32.3,83.95,22000,1.42,1.54,0.000339703,128,French Polynesia,10.85672628,0.212731911,0.006388929,2.941661129,32.37988125,0
9479,-19.8943,165.8284,RC_568,New Caledonia,6615.104105,Fished,4-10m,Slope,Distance sampling,500,8.124728225,0.113,0.475749325,0.882,256000,0.857023831,0,0,Central Indo-Pacific,6265.903546,New Caledonia,1,32.3,83.95,37700,1.42,1.54,0.159935764,51,New Caledonia,422.4970458,0.631656249,0.001031047,4.108367659,525.6588051,0
9480,-19.883867,165.526267,RC_569,New Caledonia,4449.963521,Fished,4-10m,Slope,Distance sampling,500,0,0.117,0.462632643,0.882,256000,0.857023831,0,0,Central Indo-Pacific,3771.586887,New Caledonia,1,32.3,83.95,37700,1.42,1.54,0.161126162,51,New Caledonia,434.3085018,0.682896152,0.001187593,4.169523809,784.108824,0
9481,-19.882683,165.826417,RC_568,New Caledonia,2706.665661,Fished,4-10m,Lagoon_Back reef,Distance sampling,500,8.124728225,0.113,0.475749325,0.882,256000,0.857023831,0,0,Central Indo-Pacific,2542.866605,New Caledonia,1,32.3,83.95,37700,1.42,1.54,0.159935764,51,New Caledonia,421.3496177,0.627012245,0.001018013,4.117281036,389.3816328,0
